index,mean,sd,ci_3%,ci_97%,ess_bulk,ess_tail,model
"beta_g['afrobeat','liveness']",-0.10829167225350228,0.44447560755333243,-0.9361099842732286,0.6997842409098213,0.0,0.0,gaussian
"beta_g['afrobeat','valence']",-0.915373434136142,0.43403024496918663,-1.712107818633797,-0.10760247422033106,0.0,0.0,gaussian
"beta_g['afrobeat','tempo']",0.09450733336003111,0.3868246689644042,-0.6115272388479392,0.8113049308510872,0.0,0.0,gaussian
"beta_g['afrobeat','explicit']",0.5342945143162801,0.8222873866819627,-0.9670918210000731,2.0938095715741882,0.0,0.0,gaussian
alpha_g['alt-rock'],33.39202077541161,0.0,32.33936736380836,34.41009622377227,0.0,0.0,gaussian
"beta_g['alt-rock','danceability']",2.0113717645261158,0.6560829219283757,0.7749888007721786,3.2730431253752843,0.0,0.0,gaussian
"beta_g['alt-rock','energy']",-5.397133794988592,0.6864626838762093,-6.692579973287589,-4.089209489981194,0.0,0.0,gaussian
"beta_g['alt-rock','loudness']",3.3334247233109564,0.8605167910597293,1.717116880793382,4.9321707026117085,0.0,0.0,gaussian
"beta_g['alt-rock','speechiness']",-1.2307814974621654,0.7561105595909812,-2.6644473007723444,0.20367612493156406,0.0,0.0,gaussian
"beta_g['alt-rock','acousticness']",-2.9783600264116665,0.6050740023749047,-4.154398392814722,-1.8459045906146128,0.0,0.0,gaussian
"beta_g['alt-rock','instrumentalness']",-1.1769765312867873,0.7640480393457388,-2.617475073957695,0.2452816756964589,0.0,0.0,gaussian
