artista_principal,n_tracks,mean_popularity,median_popularity,explicit_rate,n_generos_mean,n_artistas_mean,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Rod Stewart,29,0.20689655172413793,0.0,0.0,1.0,1.8275862068965518,0.5875172413793104,0.5048965517241379,-8.145517241379311,0.038172413793103446,0.6087689655172414,0.015560555172413794,0.16940689655172414,0.48527586206896556,118.94889655172413
Ixuol,9,0.2222222222222222,0.0,0.0,1.0,1.0,0.3645777777777778,0.46311111111111114,-11.640777777777778,0.05343333333333333,0.6205942222222222,0.7857222222222222,0.11151111111111112,0.0912,111.99966666666666
"Tito ""El Bambino""",9,0.2222222222222222,0.0,0.0,4.0,2.0,0.8142222222222223,0.735,-5.811444444444444,0.08046666666666666,0.14622222222222223,0.0,0.1973888888888889,0.6264444444444445,96.14111111111112
Ata Ebtekar,8,0.25,0.0,0.0,1.0,1.125,0.269625,0.652375,-8.949625,0.1942375,0.6094,0.48232,0.2641375,0.1388875,103.205125
Flo Rida,8,0.25,0.0,0.0,1.0,2.125,0.69775,0.797375,-4.650625,0.07793749999999999,0.038824,0.00337,0.13635,0.60425,140.0865
James Brown,17,0.29411764705882354,0.0,0.0,2.0,1.0588235294117647,0.6499411764705882,0.6057058823529412,-6.472470588235294,0.0662,0.39694117647058824,0.0006170076470588234,0.20445882352941178,0.6962941176470588,122.01270588235293
Cali Y El Dandee,10,0.3,0.0,0.0,4.4,1.9,0.6954,0.774,-3.4640999999999997,0.08752,0.090319,2.8680000000000003e-06,0.17784,0.6900999999999999,123.4077
Gunna,13,0.3076923076923077,0.0,1.0,1.0,2.230769230769231,0.785,0.4073846153846154,-7.068538461538461,0.14253846153846153,0.21451846153846152,0.003736707692307692,0.1307846153846154,0.4431538461538462,104.68184615384615
Snoh Aalegra,6,0.3333333333333333,0.0,0.5,2.6666666666666665,1.0,0.49150000000000005,0.3875,-9.981,0.06985000000000001,0.6725,0.0006115,0.1058,0.3695,103.70049999999999
Yuri Morfessi,12,0.3333333333333333,0.0,0.0,1.0,1.0,0.42025,0.3060833333333333,-10.127666666666666,0.06913333333333334,0.9934166666666666,0.008387745833333333,0.28450000000000003,0.502,120.38058333333333
Big Sean,6,0.3333333333333333,0.0,1.0,1.0,2.1666666666666665,0.7146666666666667,0.6888333333333333,-5.263,0.07216666666666667,0.015162000000000002,0.0004815,0.21750000000000003,0.30333333333333334,115.82483333333333
Nikolai Erdenko,41,0.34146341463414637,0.0,0.0,1.0,1.4878048780487805,0.411780487804878,0.3148121951219512,-16.305560975609758,0.05329024390243902,0.7700487804878049,0.14498153365853658,0.18442926829268294,0.38440243902439025,109.92768292682926
Counting Crows,14,0.35714285714285715,0.0,0.0,2.9285714285714284,1.1428571428571428,0.5216428571428572,0.7486428571428572,-5.600142857142857,0.03720714285714286,0.28257,0.001958895714285714,0.2567857142857143,0.6217142857142858,130.32278571428571
Guaynaa,14,0.35714285714285715,0.0,0.07142857142857142,2.0,1.4285714285714286,0.7928571428571428,0.748,-5.200142857142857,0.22851428571428573,0.20591428571428572,0.0005086728571428572,0.1845857142857143,0.7892142857142856,100.58914285714286
Megan Thee Stallion,14,0.35714285714285715,0.0,0.8571428571428571,1.0,2.0,0.8543571428571429,0.7459285714285714,-4.941428571428571,0.2305,0.010887857142857144,3.471428571428571e-05,0.11107142857142857,0.6671428571428571,139.28064285714285
Rojin Sharafi,22,0.36363636363636365,0.0,0.0,1.0,1.0,0.3551818181818182,0.6711818181818182,-11.500909090909092,0.15277272727272728,0.33405345454545454,0.40963238636363636,0.1766090909090909,0.14415,115.3104090909091
Алёша Димитриевич,8,0.375,0.0,0.0,1.0,1.0,0.507,0.3885,-17.171625,0.24315,0.8345,0.0085853325,0.6829999999999999,0.78675,125.609875
Sharapov,8,0.375,0.0,0.0,1.0,1.875,0.784,0.80175,-6.457375,0.0605625,0.07023249999999999,0.39720625,0.19405,0.5438375,119.374625
Idlefon,18,0.3888888888888889,0.0,0.0,1.0,1.2222222222222223,0.37075555555555556,0.47705555555555557,-14.301222222222224,0.05241111111111111,0.5768673888888889,0.9086666666666667,0.12209444444444445,0.1103,115.42272222222222
Juanes,15,0.4,0.0,0.0,2.0,1.2,0.6722,0.6889333333333333,-6.436733333333334,0.05931333333333333,0.25988,6.3452e-05,0.15633333333333332,0.7003333333333333,133.18933333333334
Brray,5,0.4,0.0,0.4,3.6,1.6,0.7388,0.7546,-6.0962000000000005,0.20734,0.16444,0.003914,0.1298,0.6881999999999999,122.01559999999999
Moneybagg Yo,5,0.4,0.0,1.0,1.0,1.8,0.8542,0.5902000000000001,-7.324599999999999,0.3608,0.055504,8.54e-07,0.16499999999999998,0.532,147.7726
Danny Saucedo,5,0.4,0.0,0.0,1.0,2.0,0.681,0.775,-7.194,0.0945,0.0622,0.0,0.392,0.938,92.956
BRELAND,14,0.42857142857142855,0.0,0.0,1.0,1.6428571428571428,0.6170714285714286,0.7369285714285715,-4.5115,0.043314285714285715,0.10590857142857144,0.0,0.15117142857142857,0.7554285714285714,140.26171428571428
Charli XCX,28,0.42857142857142855,0.0,0.14285714285714285,1.0,1.7142857142857142,0.750357142857143,0.9013214285714285,-4.714535714285715,0.05580357142857143,0.15307928571428572,0.004084853571428571,0.13122857142857144,0.5675714285714286,125.48078571428572
Tyler Braden,9,0.4444444444444444,0.0,0.0,1.0,1.2222222222222223,0.443,0.4568888888888889,-7.27588888888889,0.02978888888888889,0.45066666666666666,4.488888888888889e-06,0.0993,0.14011111111111113,143.45133333333334
Cesare Cremonini,9,0.4444444444444444,0.0,0.0,1.0,1.0,0.5386666666666666,0.723,-6.772222222222222,0.06076666666666666,0.24650000000000002,9.882222222222223e-06,0.22210000000000002,0.43333333333333335,126.27577777777778
Greeicy,10,0.5,0.0,0.0,3.0,1.9,0.7447999999999999,0.7433,-3.9707999999999997,0.09272,0.09269000000000001,0.00013298500000000002,0.13461,0.7295999999999999,144.0976
Lenny Kravitz,10,0.5,0.5,0.0,1.0,1.0,0.6422,0.7665,-6.4766,0.048729999999999996,0.0593085,0.068715,0.20131000000000002,0.784,121.3886
Arcangelo Corelli,14,0.5,0.0,0.0,1.0,4.071428571428571,0.1657857142857143,0.08213571428571428,-22.783428571428573,0.041557142857142855,0.8411428571428571,0.6940571428571428,0.1818357142857143,0.1279142857142857,99.48064285714285
Danna Paola,14,0.5,0.0,0.0,1.0,1.4285714285714286,0.6470714285714285,0.6971428571428572,-4.156642857142857,0.07544285714285714,0.20171214285714287,0.0034670799999999996,0.20525,0.5938571428571429,134.56714285714287
Anton Ishutin,11,0.5454545454545454,0.0,0.0,1.0,1.0909090909090908,0.768090909090909,0.561,-9.365818181818183,0.05258181818181818,0.08408472727272727,0.34800909090909093,0.1771818181818182,0.528,119.55372727272726
Gelena Velikanova,14,0.5714285714285714,0.0,0.0,1.0,1.0714285714285714,0.5937142857142856,0.21385,-12.8345,0.10582857142857142,0.873,0.004896928571428572,0.20782857142857145,0.543,131.09807142857144
AMONGST THE ASHES,10,0.6,0.0,0.0,1.0,1.0,0.4135,0.9038,-7.5997,0.059770000000000004,0.059017051,0.52769,0.17115999999999998,0.2843,136.722
Sam Fender,5,0.6,0.0,0.2,1.6,1.0,0.3902,0.5711999999999999,-4.8382,0.03308,0.402412,0.0015926240000000002,0.10926,0.3312,143.6196
Kodak Black,30,0.6333333333333333,0.0,0.9,1.0,1.2666666666666666,0.752,0.5253,-6.4734,0.18186,0.11401533333333333,6.942000000000001e-06,0.22300666666666666,0.25808,115.76613333333333
Traditional,115,0.6347826086956522,0.0,0.0,1.0,3.2,0.2754104347826087,0.17419626086956522,-18.45038260869565,0.042815652173913046,0.9430434782608695,0.2861637536521739,0.22044782608695654,0.20328869565217392,104.15045217391304
Ñejo & Dalmata,6,0.6666666666666666,0.0,0.0,4.0,1.0,0.8130000000000001,0.8094999999999999,-6.478000000000001,0.08398333333333334,0.16108333333333333,1.7136666666666665e-05,0.16803333333333334,0.6436666666666667,95.83616666666667
Foals,9,0.6666666666666666,0.0,0.0,1.0,1.0,0.6496666666666666,0.8441111111111111,-3.482777777777778,0.049044444444444446,0.0025755555555555553,0.4132089222222222,0.09235555555555555,0.7721111111111111,127.10855555555554
Sergei Lemeshev,52,0.6730769230769231,0.0,0.019230769230769232,1.0,1.4423076923076923,0.3522884615384615,0.23147692307692308,-15.347519230769231,0.06371730769230768,0.9662307692307692,0.027204450576923077,0.19296538461538462,0.2995307692307692,105.48161538461538
Vadim Kozin,62,0.6774193548387096,0.0,0.0,1.0,1.0806451612903225,0.484,0.2001774193548387,-14.030822580645161,0.09086290322580645,0.9881935483870968,0.1044170456451613,0.18423870967741937,0.4627064516129032,102.6588064516129
Electroqute,16,0.6875,0.0,0.0,1.0,1.0,0.43943750000000004,0.8465625,-4.678,0.06898750000000001,0.0462155,0.05527748875,0.2043,0.3723125,145.818875
Lasso,8,0.75,0.0,0.0,1.0,1.5,0.69775,0.6255000000000001,-4.810625,0.052525,0.2709,6.0125e-07,0.121675,0.618125,113.80775
Alvaro Soler,12,0.75,0.5,0.0,1.0,1.5833333333333333,0.7054999999999999,0.816,-4.89875,0.0588,0.0645,0.007852120833333334,0.24548333333333336,0.7731666666666667,113.09008333333334
Ivan Petrov,9,0.7777777777777778,0.0,0.0,1.0,3.2222222222222223,0.30077777777777776,0.18817777777777778,-15.678222222222221,0.07366666666666667,0.9806666666666667,0.06863231444444444,0.13912222222222223,0.21982222222222225,93.05211111111112
Trivax,9,0.7777777777777778,0.0,0.0,1.0,1.0,0.18334444444444445,0.9292222222222222,-5.000666666666667,0.11530000000000001,0.0006329244444444443,0.7743333333333333,0.29200000000000004,0.08481111111111111,134.7842222222222
Владимир Бунчиков,20,0.8,0.0,0.0,1.0,1.25,0.48425,0.42519999999999997,-11.919500000000001,0.06089,0.9317499999999999,0.009356251999999999,0.38898,0.534,119.51845
Cami,6,0.8333333333333334,0.0,0.0,1.0,1.0,0.5913333333333334,0.4203333333333334,-7.448666666666667,0.04151666666666667,0.5916666666666667,1.7666666666666668e-05,0.12033333333333333,0.3418333333333334,142.6928333333333
Ivan Kozlovsky,13,0.8461538461538461,0.0,0.07692307692307693,1.0,1.6153846153846154,0.3638461538461539,0.19503846153846152,-13.461076923076924,0.05923846153846154,0.9752307692307691,1.4812307692307693e-05,0.16695384615384615,0.2620923076923077,112.12599999999999
Oleg Pogudin,75,0.8933333333333333,0.0,0.0,1.0,1.0,0.42690666666666666,0.24098399999999998,-14.016733333333335,0.05973066666666667,0.8521066666666667,0.013674003733333334,0.23948133333333332,0.31332533333333334,110.76079999999999
Black Eyed Peas,10,1.0,0.5,0.0,1.0,1.0,0.7559,0.7882,-5.0198,0.09788,0.060419,1.002e-05,0.346,0.7087,123.06599999999999
Fleetwood Mac,7,1.0,1.0,0.0,1.0,1.0,0.6108571428571429,0.6871428571428572,-10.209142857142856,0.044185714285714286,0.2278942857142857,0.1542317142857143,0.10557142857142857,0.7025714285714286,139.6642857142857
Machine Gun Kelly,7,1.0,0.0,0.5714285714285714,1.0,1.4285714285714286,0.6528571428571429,0.7982857142857143,-4.3994285714285715,0.12201428571428573,0.06548985714285714,4.7698571428571436e-05,0.25862857142857143,0.43285714285714283,129.69857142857143
Baaroot,7,1.0,0.0,0.0,1.0,1.0,0.39514285714285713,0.7348571428571429,-8.846285714285715,0.049257142857142854,0.3736528571428571,0.50561,0.13335714285714287,0.3530428571428571,135.5662857142857
Stevie Wonder,86,1.0116279069767442,0.0,0.0,2.7325581395348837,1.0,0.48306976744186053,0.5579418604651163,-8.876511627906977,0.04275348837209302,0.3599539534883721,0.0007197073255813953,0.15249651162790698,0.6200697674418605,96.77432558139536
The Jackson 5,77,1.051948051948052,0.0,0.0,1.0,1.0,0.6302467532467532,0.7185974025974026,-6.547545454545455,0.04168441558441559,0.3927922077922078,0.0002889748051948052,0.4282233766233766,0.8158571428571428,135.4107792207792
Tegh,10,1.1,0.0,0.0,1.0,1.2,0.14172,0.2831,-15.8768,0.048560000000000006,0.24989,0.8295,0.20298,0.04134,99.96180000000001
TINI,16,1.125,1.0,0.0,1.0,1.75,0.6870625,0.7371875,-5.0090625,0.08265625,0.28071875,2.7875e-07,0.2055875,0.695375,115.63975
Gestört aber GeiL,6,1.1666666666666667,0.0,0.0,1.0,2.0,0.8156666666666667,0.42016666666666663,-7.866499999999999,0.07,0.24983333333333335,3.816666666666667e-05,0.17,0.311,122.8565
Morat,14,1.2142857142857142,1.0,0.0,1.0,1.4285714285714286,0.6227857142857143,0.7819285714285714,-4.882285714285715,0.07107142857142858,0.1434214285714286,0.0,0.2156357142857143,0.7046428571428571,155.04864285714285
Nat King Cole,116,1.2155172413793103,0.0,0.0,1.0,1.1206896551724137,0.4088793103448276,0.31190086206896556,-12.15778448275862,0.07517672413793103,0.8081293103448275,0.0069410269827586205,0.16529913793103448,0.44955172413793104,97.77110344827587
Tiken Jah Fakoly,9,1.2222222222222223,0.0,0.0,1.0,1.6666666666666667,0.7688888888888888,0.672,-5.922111111111111,0.06876666666666667,0.20847777777777776,0.005938066666666667,0.10511111111111111,0.7954444444444444,111.89355555555555
"Группа ""Загадка""",40,1.275,0.0,0.0,1.0,1.0,0.49885,0.23795000000000002,-9.862449999999999,0.0480125,0.8779999999999999,4.82775e-06,0.1359725,0.499675,123.46455
Александр Добронравов,13,1.3076923076923077,0.0,0.0,1.0,1.0,0.47484615384615386,0.6460769230769231,-6.431076923076923,0.05363076923076923,0.26653076923076924,5.192307692307692e-06,0.16143076923076924,0.43892307692307697,114.97269230769231
Mac Miller,9,1.3333333333333333,0.0,0.5555555555555556,1.0,1.7777777777777777,0.6873333333333334,0.5456666666666667,-7.655222222222221,0.17820000000000003,0.3289111111111111,0.0011381344444444446,0.23144444444444445,0.3877777777777778,119.47411111111111
From The Vastland,19,1.368421052631579,1.0,0.15789473684210525,1.0,1.0,0.28194736842105267,0.8605263157894738,-5.520421052631579,0.10616842105263158,4.625263157894737e-05,0.727842105263158,0.19682105263157892,0.08223684210526316,121.20526315789475
Ne-Yo,7,1.4285714285714286,2.0,0.0,1.0,1.0,0.7025714285714286,0.7514285714285714,-5.816428571428572,0.11024285714285716,0.25671428571428573,6.374857142857143e-05,0.2621428571428571,0.44085714285714284,115.65785714285714
XERXES THE DARK,7,1.5714285714285714,0.0,0.2857142857142857,1.0,1.0,0.33958571428571427,0.41657142857142854,-14.711857142857143,0.053714285714285714,0.2681142857142857,0.4849908571428572,0.13281428571428572,0.0626142857142857,100.94214285714285
Андрей Петров,5,1.8,0.0,0.0,1.0,2.8,0.4242,0.32720000000000005,-14.2862,0.06013999999999999,0.8544,0.28862148000000004,0.14268,0.40378,111.38
Pyotr Ilyich Tchaikovsky,37,1.8108108108108107,0.0,0.0,1.0,2.945945945945946,0.4161891891891892,0.14274297297297298,-24.57189189189189,0.04693783783783784,0.9383513513513514,0.7067156756756756,0.17424324324324325,0.35379459459459456,119.32562162162162
Kahtmayan,12,2.0833333333333335,1.5,0.0,1.0,1.0,0.433,0.8694999999999999,-6.122583333333334,0.090375,0.002661491666666667,0.45297883333333333,0.13799166666666665,0.25498333333333334,143.70616666666666
Lana Del Rey,15,2.1333333333333333,1.0,0.2,1.0,1.0666666666666667,0.46786666666666665,0.38786666666666664,-10.3356,0.04183333333333333,0.5917333333333333,0.005987696,0.13272,0.25487333333333334,101.98746666666666
Lil Baby,7,2.142857142857143,2.0,1.0,1.0,1.5714285714285714,0.7568571428571429,0.6674285714285714,-5.893571428571429,0.22042857142857142,0.03330428571428572,0.0,0.1925142857142857,0.24042857142857144,114.30114285714285
Kevin Roldan,22,2.1818181818181817,0.0,0.0,3.8181818181818183,1.6363636363636365,0.7683181818181818,0.6488181818181818,-5.8306818181818185,0.2025,0.2848554545454545,8.586636363636364e-05,0.17766363636363636,0.7398636363636364,124.87581818181819
Kacey Musgraves,62,2.274193548387097,0.0,0.0,1.0,1.6774193548387097,0.6274516129032258,0.43509677419354836,-8.929387096774192,0.05096129032258065,0.5758225806451613,0.00020139451612903228,0.4267467741935484,0.5812903225806452,121.85587096774194
Siavash Amini,31,2.3870967741935485,0.0,0.0,1.0,1.8387096774193548,0.24723548387096775,0.4580645161290323,-16.206451612903226,0.1046,0.23298158064516128,0.8115774193548387,0.18389032258064514,0.08640645161290322,107.9311935483871
Edvard Grieg,16,2.5,0.0,0.0,1.0,2.3125,0.3365625,0.13514375,-23.117375,0.04625,0.9645,0.6868849375,0.2162125,0.25324375,99.4371875
Brett Eldredge,26,2.5,0.0,0.0,1.0,1.1153846153846154,0.5522692307692307,0.49446153846153845,-7.017307692307692,0.03488076923076923,0.4954846153846154,0.00015383653846153846,0.15534615384615383,0.44626923076923075,106.44999999999999
Lizzo,47,2.5319148936170213,0.0,0.6595744680851063,1.0,1.148936170212766,0.763723404255319,0.7332765957446808,-5.200468085106383,0.09987234042553192,0.09647187234042552,0.00017093382978723405,0.2341404255319149,0.7202553191489361,130.6466170212766
Kim Petras,11,2.5454545454545454,3.0,0.0,1.0,1.0,0.5573636363636364,0.7727272727272727,-5.515000000000001,0.07064545454545455,0.02075181818181818,3.2509090909090914e-05,0.19463636363636364,0.43027272727272725,103.97809090909091
Farzad Golpayegani,32,2.5625,3.0,0.0,1.0,1.0,0.3555625,0.84990625,-5.6599375,0.074384375,0.1871088875,0.58877290625,0.175934375,0.32965625,131.30134375
Out of Nowhere,9,2.6666666666666665,0.0,0.4444444444444444,1.0,1.1111111111111112,0.4324444444444444,0.8435555555555555,-3.591666666666667,0.07833333333333334,0.06363614444444445,0.0005841244444444445,0.14496666666666666,0.26890000000000003,142.50355555555555
Kenny Chesney,15,2.6666666666666665,0.0,0.0,1.0,1.1333333333333333,0.6402666666666667,0.6101333333333334,-6.317866666666666,0.030573333333333334,0.23957266666666666,1.7609333333333334e-05,0.1471333333333333,0.4826,117.18466666666667
George Frideric Handel,14,2.7857142857142856,0.0,0.0,1.9285714285714286,3.4285714285714284,0.42442857142857143,0.1912207142857143,-17.461714285714287,0.0349,0.9472857142857143,0.476850095,0.1566642857142857,0.37214285714285716,103.42178571428572
Salif Keita,5,2.8,2.0,0.0,1.0,1.0,0.6814,0.66468,-8.7446,0.04678,0.45640000000000003,0.016202806,0.20156000000000002,0.7362,116.10059999999999
Dean Martin,111,2.8378378378378377,0.0,0.0,1.0,1.009009009009009,0.47327927927927926,0.2474972972972973,-13.73709009009009,0.04374684684684685,0.8388558558558559,7.026666666666667e-06,0.15539369369369369,0.6544954954954955,131.808027027027
Ingrid Andress,25,2.88,0.0,0.0,1.0,1.2,0.48456000000000005,0.30968,-8.254439999999999,0.04014,0.609144,8.0904e-06,0.10055200000000002,0.39792,102.60079999999999
Saba Alizadeh,11,3.0,1.0,0.0,1.0,1.2727272727272727,0.24845454545454546,0.4183636363636364,-14.391363636363637,0.07901818181818182,0.7375454545454545,0.44887272727272726,0.23864545454545452,0.05165454545454546,107.60681818181818
Padra,6,3.0,3.0,0.16666666666666666,1.0,1.0,0.3741666666666667,0.9546666666666667,-5.281666666666666,0.10153333333333332,0.0030174999999999998,0.010457686666666667,0.14785,0.2781666666666667,119.02050000000001
Lady Gaga,44,3.1818181818181817,0.0,0.25,1.0,1.0681818181818181,0.7165681818181818,0.7897045454545455,-4.752977272727272,0.0567340909090909,0.05745510681818182,0.0002989518181818182,0.2422,0.6277727272727273,116.8215681818182
Saeed Dehghan,15,3.2,2.0,0.06666666666666667,1.0,1.6666666666666667,0.49006666666666665,0.7143333333333334,-8.430066666666667,0.10498,0.164486,0.3694378,0.16901333333333332,0.2056,133.11933333333334
Blake Shelton,24,3.25,0.0,0.0,1.0,1.3333333333333333,0.62975,0.681,-6.124041666666667,0.029983333333333334,0.16431666666666667,0.0008019687500000001,0.14891666666666667,0.5737916666666667,114.343
twocolors,23,3.3043478260869565,0.0,0.0,2.0,1.391304347826087,0.6828695652173913,0.7623478260869565,-6.897739130434783,0.06198695652173913,0.07863130434782609,0.09049433260869566,0.2929826086956522,0.39947826086956517,124.08295652173912
The Supremes,22,3.409090909090909,0.0,0.0,2.909090909090909,1.0,0.43836363636363634,0.553,-8.889863636363636,0.036704545454545455,0.4020000000000001,1.1675454545454547e-05,0.28519545454545453,0.4706363636363636,96.03404545454546
Tubeway Army,17,3.411764705882353,0.0,0.0,1.0,1.0,0.6214117647058823,0.7448235294117647,-8.42535294117647,0.05778823529411765,0.051417647058823526,0.07545882352941176,0.11245882352941176,0.6655882352941177,133.13488235294116
Johann Sebastian Bach,74,3.418918918918919,0.0,0.0,1.7432432432432432,3.2432432432432434,0.3017121621621621,0.1508412162162162,-20.76462162162162,0.04487297297297298,0.9408108108108109,0.6308021081081081,0.14602567567567568,0.32766756756756754,102.51155405405405
The Temptations,23,3.5217391304347827,0.0,0.0,1.9565217391304348,1.0,0.4286521739130435,0.4225869565217391,-10.793304347826085,0.03263913043478261,0.3454434782608696,0.0026673360869565216,0.1456086956521739,0.3868,118.19482608695651
Wiz Khalifa,24,3.5416666666666665,0.0,0.75,2.0416666666666665,1.5833333333333333,0.8120416666666667,0.6156666666666667,-6.134708333333333,0.14182916666666667,0.15288554166666665,0.0007919512499999999,0.2773541666666667,0.5420041666666667,101.90758333333333
Adolphe Adam,12,3.5833333333333335,0.0,0.0,1.0,4.25,0.2335,0.256,-12.572916666666666,0.036408333333333334,0.9445833333333332,0.13278333333333334,0.11933333333333333,0.11296666666666666,98.43816666666667
Alfredo Kraus,12,3.6666666666666665,0.0,0.0,1.0,2.6666666666666665,0.26708333333333334,0.19075,-11.563416666666667,0.040058333333333335,0.9803333333333333,0.0019990150000000003,0.14345833333333333,0.1348,103.02024999999999
Tatiana and Sergey Nikitin,11,3.8181818181818183,3.0,0.0,1.0,1.0,0.6034545454545455,0.16036363636363637,-17.95990909090909,0.1012090909090909,0.872909090909091,0.01602909090909091,0.16138181818181818,0.5363636363636364,116.16181818181818
Mon Laferte,13,3.8461538461538463,0.0,0.0,1.9230769230769231,1.3076923076923077,0.5057692307692307,0.5386923076923077,-6.6461538461538465,0.045730769230769235,0.44074615384615384,0.005548687692307692,0.15250000000000002,0.4003076923076923,137.05784615384616
Bebe Rexha,20,3.95,0.0,0.1,1.0,1.95,0.6710499999999999,0.72645,-5.68665,0.061415,0.12316449999999998,0.015705714500000002,0.151695,0.4609,112.32735
John Rutter,7,4.0,0.0,0.0,1.0,4.571428571428571,0.2952857142857143,0.11271428571428573,-25.58985714285714,0.04908571428571429,0.9271428571428572,0.38560000000000005,0.16227142857142857,0.3091428571428571,98.67171428571429
Ella Fitzgerald,131,4.022900763358779,0.0,0.0,1.9618320610687023,1.1526717557251909,0.5642213740458015,0.3424526717557252,-10.529687022900763,0.05153206106870229,0.8097175572519083,6.622900763358778e-06,0.20938396946564886,0.6346946564885496,93.18295419847328
Gregory Porter,9,4.111111111111111,0.0,0.0,2.3333333333333335,1.2222222222222223,0.38522222222222224,0.2782222222222222,-15.310222222222222,0.04061111111111111,0.6355222222222222,0.0015742111111111113,0.11435555555555554,0.23922222222222222,93.80388888888889
Madeline The Person,17,4.235294117647059,0.0,0.0,2.0,1.1764705882352942,0.5519411764705883,0.43429411764705883,-8.580588235294117,0.3391882352941176,0.8861764705882353,1.3058823529411764e-05,0.0956764705882353,0.4410588235294118,121.78435294117646
Cole Swindell,20,4.25,0.0,0.0,1.0,1.15,0.5635,0.8765000000000001,-3.9924,0.058125,0.09497950000000001,1.2595e-05,0.21291000000000002,0.6409499999999999,131.33294999999998
Otis Redding,18,4.277777777777778,0.0,0.0,1.9444444444444444,1.0,0.6975555555555555,0.3821111111111111,-11.019555555555556,0.034227777777777774,0.36241666666666666,0.000564673888888889,0.13796666666666668,0.7655,107.88127777777778
Дмитрий Харатьян,6,4.333333333333333,0.5,0.0,1.0,1.3333333333333333,0.5445000000000001,0.5631666666666667,-9.433333333333334,0.06266666666666666,0.482,0.00021296666666666665,0.21798333333333333,0.5376666666666666,109.08266666666667
Joey Montana,16,4.375,0.0,0.0,3.125,1.875,0.7319375,0.8301875,-4.0771875,0.058975,0.16418750000000001,0.00017599625,0.15965625,0.714375,95.1700625
Jhayco,64,4.390625,0.0,0.5,3.828125,1.9375,0.7936093750000001,0.705234375,-5.8791875000000005,0.08826250000000001,0.1189390625,9.78609375e-06,0.1305859375,0.421625,100.3690625
The Laurie Berkner Band,14,4.571428571428571,0.0,0.0,1.0,1.0,0.7144285714285713,0.3767142857142857,-8.951285714285714,0.21350714285714287,0.7013571428571428,3.7029285714285714e-05,0.1052357142857143,0.6940714285714286,112.55635714285714
Confess,33,4.696969696969697,1.0,0.696969696969697,1.0,1.0,0.40775757575757576,0.910030303030303,-4.540424242424242,0.09011818181818182,0.0252874596969697,0.4055789772727273,0.2089090909090909,0.30159090909090913,110.28081818181818
Jill Johnson,7,4.714285714285714,0.0,0.0,1.8571428571428572,1.0,0.6427142857142858,0.38757142857142857,-9.926142857142858,0.040228571428571426,0.5122857142857142,1.34e-05,0.09827142857142857,0.4565714285714286,115.26657142857142
Brenda Lee,80,4.725,0.0,0.0,1.0,1.0,0.6253375,0.49918749999999995,-7.7596625,0.039613749999999996,0.6924125,4.1622375e-05,0.24830625,0.7844,96.94475
22Gz,15,4.733333333333333,0.0,1.0,1.0,1.6,0.8685333333333334,0.7151333333333334,-4.3422,0.5070666666666667,0.12872,0.0,0.10637999999999999,0.4078666666666667,141.71706666666665
Nathan Dawe,33,4.757575757575758,0.0,0.0,1.0303030303030303,2.0303030303030303,0.6388787878787878,0.7981515151515152,-4.251212121212121,0.09534848484848485,0.019324242424242424,3.352787878787879e-05,0.06460606060606061,0.7120909090909091,124.30357575757576
Annie Lennox,15,4.8,0.0,0.0,2.6666666666666665,1.0666666666666667,0.42593333333333333,0.2666,-10.404466666666668,0.03176,0.5648,6.906666666666667e-07,0.11737333333333333,0.23518666666666668,123.8266
VeggieTales,6,4.833333333333333,0.0,0.0,1.0,1.0,0.6963333333333334,0.5721666666666666,-7.6706666666666665,0.22606666666666664,0.56025,7.450000000000001e-05,0.10783333333333334,0.6946666666666667,129.98866666666666
Faith Hill,14,4.857142857142857,0.0,0.07142857142857142,1.0,1.0714285714285714,0.47028571428571425,0.42045714285714286,-9.706357142857142,0.03818571428571428,0.43979285714285715,1.4142857142857143e-07,0.13667142857142858,0.30142857142857143,128.30564285714286
Norah Jones,75,4.866666666666666,0.0,0.0,1.9733333333333334,1.0,0.4853066666666667,0.32298133333333334,-10.6664,0.037484,0.6947866666666667,0.036658265466666666,0.12612399999999999,0.28629333333333334,114.13851999999999
Sean Finn,9,4.888888888888889,0.0,0.0,1.0,2.3333333333333335,0.774,0.7631111111111112,-4.956222222222222,0.06341111111111111,0.012388888888888889,0.22768222222222223,0.0659,0.6361111111111111,125.44322222222223
Lianne La Havas,12,4.916666666666667,0.0,0.0,2.8333333333333335,1.0,0.62325,0.38066666666666665,-9.266166666666667,0.0446,0.5228833333333333,0.03628601083333333,0.1945083333333333,0.46125,117.88958333333333
The Cranberries,18,4.944444444444445,0.0,0.0,1.0,1.0,0.2648888888888889,0.7098333333333333,-5.733555555555555,0.04120555555555556,0.02436111111111111,0.0007157000000000001,0.36138888888888887,0.23235555555555557,153.44938888888888
Chino & Nacho,15,5.066666666666666,0.0,0.0,2.466666666666667,1.8,0.7099333333333334,0.9076666666666667,-3.8622,0.10333333333333333,0.12371866666666667,0.0006786666666666666,0.19584000000000001,0.6534,113.17986666666667
Bierkapitän,10,5.1,0.0,0.0,1.0,2.7,0.6564,0.977,-2.4866,0.10110000000000001,0.034844,1.5092e-05,0.48600000000000004,0.6886,141.2016
